ingresos_mensuales,edad,deudas_totales,numero_tarjetas,historial_crediticio,tasa_de_interes,mora_actual,moroso
1909,-16,1188,-5,Regular,19.42940094016773,1,1
639,33,4679,-3,Malo,18.82873137529697,1,0
1116,35,5604,-2,Bueno,1.054677296752823,1,0
1085,29,3840,-5,Bueno,13.13679434306195,1,1
2548,8,3152,-2,Regular,15.427892534073774,0,1
2122,10,1384,-1,Regular,8.925132794582979,0,1
1215,11,6345,-1,Bueno,8.534448004454386,1,1
1260,13,4380,-6,Bueno,6.827683006146507,0,1
271,27,584,-2,Bueno,24.85012648096641,0,1
1201,55,3189,-2,Bueno,15.940783238024206,1,1
646,40,5389,-2,Bueno,8.169177757547434,0,0
-200,-7,5889,-1,Bueno,15.2095061610757,1,0
679,46,5287,0,Bueno,18.199409715293513,1,0
418,46,393,-3,Malo,28.17889978805205,0,0
341,35,2881,-2,Bueno,15.176917526490824,0,1
361,43,6340,-1,Bueno,20.503183261673477,1,1
1526,22,7473,-3,Bueno,8.727579720071317,0,0
-569,62,3715,-3,Bueno,25.99228614103186,0,0
2196,5,4569,-3,Bueno,19.339308560413603,0,0
2555,13,4186,-1,Bueno,21.134145882390317,0,1
-432,41,3651,-4,Bueno,12.515097045659738,1,1
801,11,127,-5,Malo,22.05795712204218,1,1
1407,27,6240,-1,Malo,10.354717740429848,0,1
1127,32,5658,-2,Bueno,9.857697352317448,0,0
1361,27,3526,-3,Malo,38.83986602790495,0,0
-347,14,3607,0,Bueno,27.342371562734055,1,0
1676,64,3800,-2,Bueno,21.776875823886485,0,0
1610,24,3795,2,Bueno,21.843931199608186,1,0
1716,3,519,-1,Malo,16.547563994064824,1,1
780,20,4254,-5,Bueno,15.61927965159979,1,0
578,30,1480,-4,Bueno,14.835922692907037,0,1
1044,48,2879,-5,Malo,23.962021945377113,1,1
2103,62,3607,-4,Bueno,-1.6491819187449765,0,0
3570,73,4683,-6,Bueno,20.85886515688216,0,1
776,40,1349,-1,Malo,12.064785614988166,1,1
1187,11,5471,-2,Malo,9.20785334967725,0,1
703,6,3949,0,Bueno,28.431920341714385,0,0
1383,36,1238,-2,Malo,25.486130967625662,1,1
-77,24,-1451,-5,Malo,25.647495920063733,1,1
2550,12,3107,-2,Regular,24.48419517639794,1,1
530,23,1731,-5,Malo,14.856952479547468,1,0
575,66,3032,-1,Regular,17.967858293563147,1,0
1922,68,4450,-3,Bueno,17.25111078403092,0,0
868,29,6083,1,Bueno,13.864218037021988,1,1
729,43,4959,0,Bueno,16.461642749479793,0,0
539,38,4778,-2,Bueno,9.99798344854737,1,1
367,19,2223,-3,Malo,15.641719474505962,1,1
-437,31,4475,-6,Malo,33.66209003289085,1,1
381,57,4713,1,Bueno,6.215486979462852,1,0
3058,30,8636,-4,Bueno,4.556291802188561,1,0
967,17,3454,-7,Malo,9.81261952627607,0,0
1574,28,1167,-3,Malo,15.499709014266614,0,1
-46,40,2030,-5,Malo,18.306513733863316,0,0
1506,39,5104,0,Bueno,21.747925478812768,1,0
2090,33,1085,0,Regular,14.561386726588314,0,1
2077,46,5844,-3,Bueno,21.361872903328923,1,1
2922,25,2728,-5,Bueno,-1.87875074852756,0,1
2744,29,6328,-4,Bueno,12.397062342848233,0,1
-336,38,3517,-5,Malo,23.790405148267006,0,0
3058,57,4864,-4,Bueno,5.285301785737665,0,1
1271,22,5601,-1,Bueno,12.163423677247453,0,1
1335,7,2441,-2,Malo,19.59231201859682,1,0
579,43,4100,-2,Bueno,13.313744961027021,1,1
3121,30,7430,-3,Bueno,12.814825429106314,0,0
1386,34,1624,-2,Malo,19.896536022072574,1,1
854,-11,3559,-4,Bueno,19.475968172415165,1,0
1742,42,7138,-5,Bueno,16.97466659434962,1,0
908,17,3172,-3,Malo,2.5345433552279184,0,0
993,34,3486,-3,Bueno,3.2085581776723506,1,0
59,33,2248,-4,Malo,10.7134864274489,0,0
-19,30,4859,1,Regular,16.225241099052397,0,0
1924,16,6830,-1,Bueno,16.16266327998365,0,0
665,-3,5798,0,Bueno,11.973359197143514,1,0
522,29,2545,0,Malo,23.041864265415043,1,1
1319,12,5688,-2,Bueno,10.380543273754958,0,1
2019,21,5069,-6,Bueno,12.111750517473105,0,1
1711,34,4881,-1,Bueno,-3.0027197742577734,1,0
1099,21,3699,-3,Bueno,17.572703014018497,0,0
2319,18,1825,-2,Bueno,10.826908026990637,0,1
2614,77,5756,-3,Bueno,12.695120404567763,0,0
1819,34,5551,1,Bueno,26.297156631970026,1,0
-1143,19,3171,-4,Bueno,22.930029570141215,0,0
1072,57,3060,-3,Bueno,18.349852831594845,1,0
156,31,2810,-2,Bueno,19.886281210562117,0,1
753,33,7018,0,Bueno,8.17620921527301,0,1
1690,45,5174,1,Bueno,20.596556133399226,0,1
628,23,3375,-2,Malo,11.2927212685779,0,0
281,57,2491,-8,Malo,19.711890033444927,0,0
941,41,2428,-3,Bueno,30.026057890950007,0,0
1035,30,2318,0,Regular,24.708763117729802,0,1
1236,66,1333,-2,Bueno,22.353340803190523,1,0
3900,61,4152,-3,Bueno,14.629874230667848,0,0
895,35,2051,-2,Malo,37.10167490561724,1,0
1196,43,2968,0,Regular,3.6315991494940603,1,0
2137,22,7070,-4,Bueno,8.559938375180227,0,0
2048,39,3115,1,Regular,17.183853585149386,1,1
1528,24,5929,0,Bueno,23.116897672853497,1,1
1123,57,1068,-4,Malo,15.078221578156246,1,0
1004,17,2829,1,Bueno,32.43562465910036,0,1
909,40,601,-3,Malo,28.18126105143427,0,1
1835,10,3759,-5,Bueno,10.022046723258235,1,0
1691,19,5344,-1,Bueno,17.414910312838998,0,0
2460,52,4288,-4,Bueno,11.48883243194497,1,1
1355,57,965,-1,Bueno,28.188799294986268,1,1
984,24,4122,-2,Malo,24.246776115959868,0,0
1371,18,4286,1,Bueno,5.9340348326722925,0,1
1923,19,1880,-3,Malo,27.981457033991838,1,0
680,61,2453,-2,Malo,16.530967622187212,0,0
237,45,3544,-6,Bueno,23.6226768230624,1,1
1729,23,5528,-4,Bueno,22.331937547704946,0,0
945,27,4135,-6,Bueno,1.822993478583423,0,0
-271,41,3263,-3,Bueno,11.499344810485486,0,0
2348,57,3399,-2,Bueno,21.92145213266699,0,1
1122,31,2530,-1,Bueno,16.678277151476674,0,1
571,25,2884,-3,Bueno,8.885687432851626,0,0
1897,46,4165,-1,Bueno,-7.1162388046263345,1,0
1562,30,5226,-1,Bueno,24.323735896221066,0,0
1192,12,1259,-2,Malo,15.092320280984882,1,1
1467,37,3451,-1,Regular,17.567624747941885,0,1
629,24,7445,-5,Bueno,38.57862799724321,1,1
979,13,5959,-3,Bueno,3.3842355968501323,1,1
2865,58,4541,0,Bueno,12.575821107963765,0,0
491,29,2533,-1,Bueno,15.859445552327994,0,1
265,3,5481,-1,Bueno,26.720651095127952,1,0
194,36,3334,-7,Malo,29.876870057833457,1,1
-1,69,5430,-4,Bueno,2.5729503582184368,0,1
394,12,1480,-5,Malo,18.379874645523298,0,1
1742,34,2752,-1,Regular,25.895279471918634,1,1
525,18,-435,-4,Malo,9.727830579720287,0,1
-371,-9,1805,-4,Bueno,0.056277067689949334,0,0
4049,26,3918,-5,Bueno,15.951968531837547,1,1
872,53,829,-6,Malo,41.68033098485772,0,1
818,34,8492,-2,Bueno,11.64924348672417,0,1
1010,16,1250,1,Regular,12.844990459396763,0,0
1291,39,4236,0,Bueno,17.029992127153427,0,1
136,22,4800,-1,Bueno,15.32121243144458,1,0
552,8,1902,-4,Bueno,12.510951873054923,1,0
2432,29,1082,1,Regular,8.36132701030226,0,1
529,8,2648,-5,Malo,18.6245804829325,0,1
1109,24,-627,-4,Malo,23.163296742232625,1,1
859,19,2905,-7,Malo,12.619746497374948,0,0
632,38,2156,-1,Malo,17.677781362302945,1,0
1843,50,4997,-4,Bueno,16.62912202051222,0,1
451,16,3738,-6,Malo,12.558970654890327,1,1
2983,28,3993,-2,Regular,17.32255263984635,0,0
857,10,3386,-2,Malo,16.55202828933771,0,0
16,28,4637,-1,Malo,26.931797428006156,1,0
2914,70,8161,0,Bueno,13.746548647571919,0,1
-655,49,4682,-2,Bueno,5.387045554074158,1,1
2174,28,4951,-3,Bueno,26.08395950086039,0,0
-17,62,3738,-4,Bueno,7.6750612653656995,1,1
1153,42,5379,-1,Bueno,7.9724731708877385,0,0
2002,65,1558,0,Regular,21.663678114149242,0,0
2425,33,4222,-5,Malo,26.04087234790463,0,1
2272,31,1571,2,Regular,14.02155794432668,0,1
1308,20,6026,-2,Bueno,15.583486553391404,0,1
184,17,3681,-4,Bueno,-15.115449288303921,1,1
1124,43,3965,-2,Bueno,14.961306126194561,0,1
2072,25,-435,-2,Regular,23.637870879912196,0,1
-467,1,325,-2,Bueno,18.709451102504854,0,1
2367,51,6351,-2,Bueno,20.529251904217283,1,1
1110,31,6242,-3,Bueno,15.532103308391209,1,0
176,28,3885,-2,Malo,20.7717435173491,1,0
563,33,455,-5,Malo,19.242085276254855,1,1
911,13,4227,-3,Bueno,6.476873126815567,0,0
1729,10,3120,-7,Bueno,9.213300978465384,1,0
2039,31,1583,0,Regular,19.549515627218188,1,1
1994,29,4055,-1,Bueno,14.862605951923253,1,1
2042,47,271,0,Regular,11.956465049423702,0,0
1257,3,4782,-1,Bueno,25.35230826071858,1,1
629,30,936,0,Malo,29.665769023872805,1,1
1692,19,6162,-2,Malo,32.206367241286685,0,1
1143,19,1685,-4,Malo,24.613740538538217,1,1
370,42,3827,-2,Malo,23.551081055960513,1,1
-817,9,5028,-1,Bueno,23.94456846181602,1,1
356,33,4139,-4,Bueno,17.683233762721066,0,0
1393,29,2598,-8,Malo,19.097671915769965,0,1
1573,23,5987,-3,Bueno,26.42963304992878,0,0
59,4,1939,-1,Regular,13.383405285228713,1,0
-996,10,2700,-7,Malo,37.15307613914515,0,1
1600,44,5486,-1,Bueno,7.292264358127936,0,1
911,23,3118,2,Bueno,20.20379812735675,0,1
435,21,1751,-7,Malo,16.495478711580038,1,0
727,35,4818,-2,Bueno,21.950094374359296,1,1
1570,47,1358,-1,Malo,14.789238447238338,0,1
1596,54,5114,-6,Malo,27.264944775643897,0,0
3307,-2,24,2,Regular,23.636202588245727,0,1
1984,41,3747,2,Bueno,9.56991674907486,1,1
2772,29,5200,-3,Bueno,14.382868685010905,0,0
-494,29,4339,-3,Malo,29.05841748441929,1,0
1252,46,-451,-3,Bueno,25.066407850328986,0,1
1930,56,6305,-1,Bueno,9.087628297326077,0,1
1018,19,4584,-7,Bueno,29.520053547669075,0,0
1504,39,6736,-3,Bueno,15.203078067378764,1,0
1079,20,3542,-3,Bueno,22.014557307909215,1,0
1010,28,1189,-1,Bueno,23.23974428039884,1,1
2603,46,4773,0,Bueno,9.897067038593331,0,0
1223,16,5036,-6,Bueno,22.411607197917384,0,0
-645,13,7175,-4,Bueno,11.511420939417828,1,1
515,41,3948,-3,Malo,9.156111822124807,0,0
1497,33,6007,1,Bueno,16.630598019905307,1,1
2330,53,3398,-4,Regular,8.007803580251442,1,1
1614,22,2164,-2,Bueno,7.757403998763107,1,1
1911,2,3003,-1,Malo,22.639796913636786,1,1
48,65,1692,-6,Malo,7.327096862875311,1,0
693,25,3812,-2,Bueno,13.185364964110459,0,1
1351,7,5249,-2,Bueno,4.367964938112195,1,0
576,23,1356,-3,Malo,22.091081055710333,0,1
-216,44,4034,-1,Bueno,4.766155376600996,0,0
858,40,1393,0,Bueno,20.036177256702942,0,1
811,17,4712,0,Bueno,29.539315981964933,1,1
1802,25,5109,-6,Bueno,28.708463446876017,0,1
425,27,4542,-1,Malo,20.28917899448045,0,1
1877,43,4728,0,Bueno,19.635134322018175,0,1
440,21,4688,-5,Bueno,-2.7672867750965686,1,0
-169,27,4098,-1,Malo,22.30025975246579,0,1
1180,11,1824,-2,Regular,7.464448085620058,1,0
1305,67,3091,-2,Bueno,21.1046094015606,0,0
780,40,2402,-4,Malo,17.979311676577307,0,1
-44,38,5138,-1,Bueno,9.9251512715064,1,1
679,39,4828,-1,Bueno,-3.119124430222537,1,0
265,28,2918,0,Malo,21.701546734447867,0,1
-201,22,2894,-1,Bueno,5.64954905348944,1,1
1282,43,1359,-4,Bueno,23.925158744571146,1,0
64,38,1524,-2,Malo,27.325263977327623,0,1
1043,3,3846,-1,Bueno,14.994838830888975,1,1
-729,10,2426,-3,Malo,20.06093355703909,1,0
334,36,1021,0,Malo,23.0199173962055,0,1
916,14,1168,-5,Bueno,5.1951975031322455,1,0
884,9,4026,1,Malo,26.086869784955454,1,1
1640,28,5701,1,Bueno,27.092707632220527,0,1
1095,53,5244,-3,Bueno,9.690715750977674,0,0
766,36,1759,-5,Bueno,33.08721214359411,1,0
764,2,2565,-5,Malo,15.813539261976453,1,1
795,56,4393,2,Bueno,12.31556618147994,1,1
1166,41,915,-2,Malo,25.324285227374343,1,0
134,58,2190,-2,Malo,15.273207712712711,0,1
1368,34,4081,-2,Bueno,14.782580653908324,1,1
867,44,7490,-5,Bueno,17.185755967515128,1,0
1984,64,5169,2,Regular,18.868941045556785,1,0
1522,41,1851,-3,Regular,29.48783690089322,0,1
600,35,1999,-6,Malo,13.554365323115377,1,1
-357,22,402,-1,Bueno,18.05802252939959,0,1
679,23,5909,-2,Malo,27.90994248127236,0,0
1451,10,3775,-2,Bueno,25.188229640205456,0,0
922,35,5666,-2,Bueno,21.60739082806286,1,0
-275,26,3993,-6,Malo,17.56137487665838,1,1
1121,13,4301,-1,Bueno,12.780218714914152,0,1
312,-5,-64,-9,Bueno,6.984847880509967,0,1
665,68,2547,-3,Malo,23.30389218501611,0,1
837,27,2453,-1,Bueno,13.30388873801117,1,0
2497,6,-27,-1,Regular,36.77499624559515,0,0
1313,22,1611,-1,Regular,17.73246192360866,1,1
1036,43,3971,-1,Bueno,24.00638282371888,0,0
623,27,3540,-3,Bueno,22.234468184190966,1,0
758,9,4981,-4,Bueno,27.344250657273,1,0
1487,55,3205,-2,Bueno,17.448559907175497,0,1
791,-7,6091,-2,Bueno,28.429657379731196,1,0
461,15,7198,-2,Bueno,9.452420384494271,0,0
575,8,5137,-1,Bueno,25.789058987366854,1,1
842,2,-58,-6,Malo,32.26715174977281,0,0
660,32,2419,-3,Bueno,33.250245731064894,1,1
925,33,6022,-1,Bueno,-6.215061788910394,0,0
-224,47,4461,-2,Bueno,9.524534797103476,1,0
410,20,1733,0,Bueno,31.90148186136164,1,1
2324,35,6107,-4,Bueno,15.355903490550562,0,0
49,34,1965,-1,Bueno,35.189188106922686,1,0
224,44,3658,-4,Bueno,20.51657920206206,0,1
320,34,3418,-1,Bueno,11.423448237037421,0,0
1151,43,5884,-2,Bueno,21.65639613322392,1,1
784,19,3257,-3,Malo,14.209216163292496,1,0
1607,56,4650,0,Bueno,23.01278988945024,1,1
1836,19,2684,-5,Bueno,9.042782243813713,0,0
755,32,604,-1,Malo,27.79013668722476,0,1
1424,54,842,-3,Malo,16.995797587604926,1,1
323,37,4968,-4,Bueno,7.6253169548503745,0,0
162,30,1664,-5,Malo,20.253822580305318,0,0
891,19,2728,-3,Malo,13.424748328048068,1,1
1242,57,-1102,-3,Regular,5.514842264348957,1,1
-289,48,8574,-3,Bueno,8.410245666032047,0,0
338,14,1467,-6,Malo,18.943751528287287,0,0
469,24,3218,0,Bueno,2.6723686117278764,0,0
1297,24,3674,-2,Bueno,12.591825052293059,1,0
-1064,37,871,-6,Malo,28.655092322276978,0,1
-159,36,5778,-3,Bueno,9.918808517931712,0,0
2576,46,6392,-2,Bueno,20.35967989025894,0,1
2291,38,4897,-2,Bueno,7.376080865779729,0,0
475,13,8159,-2,Bueno,8.835306590857005,1,0
2241,-9,692,-9,Malo,11.145848743768113,0,1
1653,47,2537,-1,Bueno,0.7834604387551201,0,0
2887,26,5199,-4,Bueno,15.0704765370358,0,0
2257,12,3750,-1,Bueno,16.343168870769638,0,1
14,15,5422,1,Bueno,19.30837783977128,0,0
1423,39,6437,0,Bueno,24.321912657410586,0,0
1424,25,3734,-1,Malo,14.710670398234726,0,1
1680,30,7708,-1,Bueno,4.663078056133849,1,0
-308,49,5057,-4,Bueno,15.310268255086282,1,0
925,53,4872,-1,Bueno,14.708626802271235,0,0
788,40,4797,-2,Bueno,16.587795256161552,0,1
170,9,-342,-2,Bueno,7.3122863356463155,1,1
1102,19,5902,-1,Bueno,11.996197410416727,1,1
2499,13,3175,-1,Bueno,5.849040044685134,0,1
209,35,2479,-1,Bueno,12.772131931023988,1,1
119,39,1269,-3,Bueno,15.237349167004862,0,0
489,53,2324,-4,Bueno,10.80487571358873,0,1
1038,36,3317,-3,Malo,24.852137164836023,0,0
1859,19,4224,-5,Bueno,7.595775548619869,1,1
1054,22,-604,-4,Malo,22.624171902448136,1,0
499,37,6918,-4,Bueno,4.2441310487784545,1,1
271,6,1943,-4,Malo,24.31049283961251,0,1
265,31,1949,-5,Bueno,20.300613101336033,1,1
2082,16,2918,-3,Bueno,-0.45853546342317797,0,0
1335,30,3150,-1,Malo,35.92233677491759,1,0
2699,15,1758,0,Regular,30.603314902931714,1,0
1063,29,4199,-1,Bueno,26.011746265187856,1,0
12,11,4656,-6,Bueno,12.54427924259152,0,1
579,31,2916,-2,Malo,26.834739437177646,0,1
861,55,3228,-1,Regular,15.267198875676618,1,1
3184,23,2807,0,Regular,15.891144650821253,1,0
1927,19,5731,-3,Bueno,19.309159404058903,0,0
4367,11,1273,-1,Regular,0.5828761159230185,0,0
2198,42,5372,-2,Bueno,26.18837753157055,0,0
262,36,2469,0,Bueno,5.891314823788498,1,0
531,24,6201,-3,Bueno,9.805118596086249,1,1
1270,40,4517,0,Bueno,19.712948315594005,1,1
-352,40,6055,-4,Bueno,18.452868781459458,1,1
1412,15,5570,-4,Bueno,14.832993627802121,0,0
324,16,37,-3,Malo,7.318152606450708,1,0
544,16,1639,-7,Malo,17.881758406654075,1,0
1242,18,2770,-5,Bueno,19.12685939958933,1,1
-680,41,625,-4,Malo,13.312907942852188,0,1
-869,0,2955,-9,Malo,37.883265479579755,1,0
1479,8,788,1,Regular,11.111605743746447,0,1
114,23,4272,-6,Bueno,20.433801183212125,0,1
1813,21,4774,1,Bueno,15.880778174655358,1,1
912,16,-1297,-7,Malo,23.5342964083549,0,0
846,5,4053,-4,Bueno,3.1432965463578055,0,0
-598,40,4100,-4,Bueno,9.042545986079135,1,0
691,10,1937,-5,Malo,27.559878829671952,0,0
908,37,4126,0,Bueno,20.51091280600352,0,1
1549,31,3401,-3,Bueno,23.86205642753819,0,0
1781,42,4012,-3,Bueno,16.517031892933808,0,0
661,13,4366,-1,Bueno,17.856751452923035,0,1
47,24,1825,-11,Malo,10.58244425789228,0,0
869,27,4217,-5,Bueno,14.36937878851101,0,0
-930,-18,4245,-2,Bueno,9.04513371067681,1,1
1421,46,2544,-5,Malo,33.2161325157689,1,0
1194,34,3882,-1,Bueno,7.112661252134753,1,1
-439,10,1579,-2,Bueno,33.217898689649516,0,0
1023,12,4480,-1,Bueno,20.958591599374067,1,0
1859,30,2763,1,Regular,12.209934049878697,1,1
1656,36,1258,-9,Malo,32.77672556576803,1,1
274,15,4673,-2,Bueno,26.661229673045007,1,1
757,12,3641,1,Bueno,27.16497200910185,0,0
1277,24,1733,0,Regular,11.763176043353095,0,0
2088,36,5011,2,Regular,15.623645464487225,0,0
2082,46,4204,-1,Bueno,18.314634663881332,0,0
1136,39,2693,-1,Bueno,11.272652397062377,1,0
877,40,4218,-3,Malo,26.12738969540217,0,1
1993,43,7059,-2,Bueno,9.577409489621479,1,0
312,19,5071,0,Bueno,6.664602953040011,1,0
833,38,4475,-4,Bueno,1.2631578438248177,1,0
870,33,6564,-1,Bueno,9.704027337461348,1,0
3476,46,4039,-3,Regular,18.701983768255467,0,1
35,30,2691,-7,Malo,13.956657891116798,0,1
465,47,5852,-3,Bueno,5.964991634431813,0,0
1768,12,1215,-6,Malo,13.496057075004522,1,1
2715,9,4068,-1,Regular,13.025361372006063,1,1
2282,56,5555,0,Regular,13.036603357811414,1,0
609,23,6063,1,Bueno,8.34542404826212,0,0
208,20,5172,-1,Bueno,7.871098326463723,0,1
1049,16,345,-2,Malo,29.42302588380257,1,0
819,23,2915,-4,Malo,20.450369655129798,1,1
919,9,2230,-8,Bueno,9.129813468506436,1,1
437,12,5168,-1,Bueno,7.574098152991943,1,1
-142,26,5533,-1,Bueno,11.431820309258224,1,0
1406,20,6801,-3,Bueno,4.94082350603405,1,0
2911,30,1434,-3,Bueno,15.957369709146889,0,0
1616,20,409,-5,Malo,23.67006853372736,0,0
1361,47,4598,-2,Bueno,11.415624574149554,1,1
1025,34,5711,-5,Bueno,16.727017148234932,0,1
2190,29,4466,-3,Bueno,16.927263748531857,0,1
1251,61,5895,-1,Bueno,21.296870575187405,0,1
680,64,3082,-1,Bueno,27.862788745111583,1,1
924,28,2646,-3,Malo,24.25038502820471,1,0
544,8,1992,-8,Malo,19.290738469965294,1,1
1143,42,7065,-3,Bueno,26.64697434413806,1,0
150,8,2936,-6,Malo,10.766343052228931,0,1
-951,33,4993,0,Malo,32.39485806003192,0,1
340,10,8949,-2,Bueno,11.12375256899682,1,1
-932,20,535,-2,Bueno,10.361679220228982,1,1
615,52,6082,0,Bueno,14.757580789580262,1,0
1102,17,3005,-3,Malo,40.712301286862996,0,1
1261,4,2849,-5,Malo,18.23232341862904,1,0
963,41,4685,-1,Bueno,12.572335757097392,0,0
1788,22,876,0,Regular,8.037766652384933,0,1
533,18,1072,-2,Regular,18.58390008473689,0,0
1227,57,411,-5,Malo,29.855703246733537,1,0
1245,20,1743,-1,Malo,16.71009547151015,1,0
4029,45,3202,-2,Regular,16.217304944378913,0,0
557,22,3615,0,Bueno,19.2878148994032,1,0
1621,35,5404,0,Bueno,5.5457333848340316,1,0
2786,33,6311,-3,Bueno,1.859312981753808,0,0
580,29,5260,-1,Bueno,3.0042671770075264,1,1
-1452,40,7000,-3,Bueno,10.030105724938235,0,0
1442,-18,3090,-6,Malo,24.186017658465886,1,1
2234,39,5382,-3,Bueno,10.928874444639767,0,1
2049,34,720,2,Regular,20.43663906371683,0,0
-708,33,5265,-1,Bueno,9.068203638845524,1,0
1726,52,821,-1,Regular,18.042026050422553,0,0
772,34,4854,-4,Bueno,28.937526711705125,1,0
1892,21,-272,1,Regular,11.650840385058586,0,0
-571,37,3114,-3,Malo,25.211759343908064,0,1
1964,20,5525,-2,Bueno,18.791684437949918,0,0
220,27,3820,-7,Bueno,1.1649270274117418,1,1
1876,37,5708,-4,Bueno,3.920966420369637,0,0
515,37,2833,-2,Bueno,12.927264045583737,0,0
2503,11,2495,-1,Regular,26.28730984740237,0,1
1476,23,1458,-2,Malo,23.29320723277787,0,1
697,47,5043,-2,Bueno,21.676351373388734,1,0
2762,50,6285,-1,Bueno,19.713553267342043,1,0
164,41,6121,-4,Bueno,2.1977193552759466,1,0
274,0,6577,-4,Bueno,1.7771326475236524,0,1
428,38,2864,-2,Bueno,31.0569702155878,1,1
374,42,4808,-1,Bueno,7.543344227137496,0,0
2031,16,5270,-2,Bueno,3.1970207330752043,0,1
362,35,6385,-2,Bueno,-1.5243272785158988,1,1
256,54,4003,-2,Bueno,-2.5859409115200434,1,0
1698,34,4005,0,Bueno,6.3598902229663725,0,1
945,26,5050,-4,Malo,12.728813890921856,1,0
209,22,3931,-1,Malo,29.32450388833486,1,1
344,58,2428,-3,Bueno,13.66536653069306,1,0
872,55,1980,-3,Bueno,13.366505356648197,1,1
927,50,5770,-1,Bueno,11.8413471048985,0,1
1328,12,3155,-4,Bueno,-2.1611018577788714,1,0
614,7,3737,-4,Malo,20.165864625045973,0,1
1943,39,3978,-1,Bueno,11.42829739599159,1,1
297,13,5472,0,Malo,13.13089854785827,1,0
547,14,-608,-1,Malo,15.1563644495158,0,0
491,9,4560,-5,Malo,19.803961082671385,1,1
564,30,3005,1,Bueno,19.002739360038454,0,0
1853,38,5721,0,Bueno,5.5741222411318585,1,1
901,34,5505,-1,Bueno,12.68937609399301,1,1
1529,27,8403,-2,Bueno,5.022464139963864,1,0
335,38,2254,-3,Malo,20.880031628686076,1,0
2994,56,5152,-2,Regular,3.337343425835309,0,0
2856,51,5380,-2,Bueno,20.58210366876541,1,0
689,5,6045,-8,Bueno,-1.441212202291065,0,1
689,37,5709,-2,Bueno,13.229713232308658,0,1
-739,72,2092,-5,Malo,14.252356137139241,0,1
1214,7,2426,-1,Bueno,18.620777268069524,0,1
-179,37,239,-7,Bueno,25.700528221943053,1,1
-208,17,635,-1,Malo,24.12943463928975,1,0
564,58,3139,-3,Bueno,21.244153874849935,0,0
789,35,4122,0,Bueno,12.996175484741563,0,1
1074,16,7098,-2,Bueno,16.526573581534763,0,0
1677,39,3376,-2,Bueno,7.429268688925478,1,1
899,52,2713,-3,Malo,15.800754499867457,0,1
1054,31,1148,-5,Bueno,-2.526199596274632,0,0
1597,15,7096,-1,Bueno,16.649581425495203,0,0
448,58,6458,-4,Bueno,8.092043913094727,0,0
1464,54,4135,-2,Bueno,24.145974563373265,1,0
298,21,2126,-3,Malo,17.774800323969888,0,0
2381,46,6677,-3,Bueno,18.596033901192758,1,0
1412,22,1723,-3,Malo,15.261316905370323,0,0
-625,36,4906,-2,Bueno,1.2344429888167534,1,1
1056,47,5497,-2,Bueno,6.12718550179646,1,0
788,39,4712,-2,Malo,21.128523896663026,1,1
1340,47,5014,1,Bueno,11.060287211439979,1,0
669,21,2428,-3,Malo,36.2357217180867,0,1
780,49,2719,-3,Malo,28.591085606387516,0,0
2578,29,1700,1,Regular,21.71616747922915,0,0
1433,47,3259,1,Bueno,23.23985747728818,1,0
1526,71,4965,-3,Bueno,13.120342575931353,0,0
2390,52,2750,-2,Regular,12.884154065459798,1,0
1937,5,251,0,Regular,22.80807561045234,1,0
541,40,1403,-7,Malo,30.40405878886693,0,1
332,34,2628,-4,Bueno,10.918857247477373,0,0
20,35,7650,-4,Bueno,14.230584863658208,0,1
654,48,4915,-3,Bueno,0.9920829741009323,1,0
2348,56,4644,-4,Bueno,20.80986235258358,1,1
1708,34,1473,-2,Malo,28.717311011554226,1,1
304,31,6474,-2,Bueno,8.055556242306022,0,1
2324,48,4012,-1,Bueno,19.674845429747666,1,0
553,26,16,-3,Malo,15.61071993221561,0,1
2141,13,2183,0,Regular,18.162763660535667,1,1
2899,59,4768,-4,Bueno,29.513670354980594,0,0
1121,30,5773,0,Bueno,12.226828223027086,1,1
368,33,60,-2,Bueno,26.36187756976613,0,0
-258,22,4943,-4,Malo,21.027494432607934,1,0
1791,26,4653,-1,Bueno,1.3313187101163741,0,0
3597,37,4583,-3,Regular,21.21958529668454,1,1
-555,12,2247,-2,Bueno,19.218299777862796,0,0
1965,41,5068,0,Bueno,22.693609064117958,1,1
-47,44,1892,-3,Malo,18.36153290682724,1,1
1200,50,3092,-1,Bueno,19.143779150537483,0,0
34,28,1726,-5,Malo,40.73609685649962,1,1
1536,61,632,1,Regular,7.3105677022371385,0,1
1699,34,1584,-2,Bueno,15.57293909202839,1,1
570,48,3421,-2,Malo,19.18386831911082,1,1
386,51,3888,-2,Bueno,22.762309397090192,1,0
2430,26,-409,0,Regular,6.888667913975869,0,0
2031,27,1294,0,Regular,12.154908412095198,1,0
1102,27,2936,-4,Malo,16.512906754191032,0,1
1328,19,-1230,-1,Regular,13.540922380050679,0,0
1130,34,2808,-2,Bueno,25.289419016604437,1,0
738,20,6786,-1,Bueno,9.85219053998304,0,1
568,66,5662,-4,Bueno,5.140357778898344,1,1
2073,41,783,-6,Malo,25.35664896362524,1,0
1330,28,6566,0,Bueno,19.736203458485953,0,0
951,30,4862,-5,Bueno,22.2510616340204,0,0
841,39,2004,-12,Malo,6.855517221073084,1,1
725,43,4993,-3,Bueno,19.671562850618628,1,1
867,1,6657,0,Bueno,5.9305183995827,1,1
